,Incident Day of Week,Incident Category,Intersection,Latitude,Longitude
0,Monday,Recovered Vehicle,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
1,Tuesday,Burglary,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
2,Sunday,Fraud,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
3,Sunday,Robbery,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
4,Tuesday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
5,Saturday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
6,Friday,Burglary,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
7,Sunday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
8,Monday,Assault,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
9,Thursday,Larceny Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
10,Saturday,Motor Vehicle Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
11,Saturday,Motor Vehicle Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
12,Thursday,Non-Criminal,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
13,Tuesday,Burglary,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
14,Thursday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
15,Friday,Non-Criminal,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
16,Wednesday,Motor Vehicle Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
17,Wednesday,Motor Vehicle Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
18,Tuesday,Lost Property,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
19,Wednesday,Larceny Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
20,Friday,Motor Vehicle Theft,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
21,Wednesday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
22,Monday,Weapons Offense,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
23,Monday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
24,Friday,Larceny Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
25,Tuesday,Motor Vehicle Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
26,Tuesday,Larceny Theft,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
27,Monday,Larceny Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
28,Monday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
29,Saturday,Malicious Mischief,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
30,Sunday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
31,Saturday,Motor Vehicle Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
32,Thursday,Robbery,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
33,Thursday,Malicious Mischief,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
34,Tuesday,Disorderly Conduct,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
35,Thursday,Larceny Theft,29TH ST \ CASTRO ST \ DAY ST,37.743295996868255,-122.43331953220512
36,Thursday,Assault,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
37,Thursday,Disorderly Conduct,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
38,Monday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
39,Saturday,Recovered Vehicle,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
40,Wednesday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
41,Tuesday,Larceny Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
42,Monday,Non-Criminal,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
43,Tuesday,Fraud,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
44,Thursday,Offences Against The Family And Children,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
45,Friday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
46,Thursday,Offences Against The Family And Children,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
47,Tuesday,Motor Vehicle Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
48,Sunday,Recovered Vehicle,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
49,Saturday,Motor Vehicle Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
50,Monday,Fraud,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
51,Sunday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
52,Wednesday,Larceny Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
53,Saturday,Miscellaneous Investigation,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
54,Sunday,Motor Vehicle Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
55,Tuesday,Non-Criminal,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
56,Saturday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
57,Friday,Larceny Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
58,Tuesday,Motor Vehicle Theft,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
59,Tuesday,Motor Vehicle Theft,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
60,Tuesday,Burglary,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
61,Monday,Traffic Collision,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
62,Monday,Disorderly Conduct,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
63,Monday,Fraud,29TH ST \ CASTRO ST \ DAY ST,37.743295996868255,-122.43331953220512
64,Sunday,Fraud,29TH ST \ CASTRO ST \ DAY ST,37.743295996868255,-122.43331953220512
65,Thursday,Larceny Theft,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
66,Thursday,Non-Criminal,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
67,Friday,Non-Criminal,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
68,Sunday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
69,Tuesday,Assault,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
70,Friday,Other Miscellaneous,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
71,Saturday,Other Miscellaneous,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
72,Saturday,Motor Vehicle Theft,ZIRCON PL \ 29TH ST,37.74321758342313,-122.43462166266472
73,Tuesday,Malicious Mischief,29TH ST \ CASTRO ST \ DAY ST,37.743295996868255,-122.43331953220512
74,Monday,Assault,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
75,Saturday,Motor Vehicle Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
76,Tuesday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
77,Friday,Other Miscellaneous,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
78,Thursday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
79,Monday,Larceny Theft,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
80,Wednesday,Fraud,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
81,Thursday,Assault,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
82,Wednesday,Fraud,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
83,Thursday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
84,Wednesday,Recovered Vehicle,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
85,Monday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
86,Wednesday,Offences Against The Family And Children,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
87,Friday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
88,Saturday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
89,Wednesday,Larceny Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
90,Saturday,Burglary,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
91,Wednesday,Burglary,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
92,Wednesday,Fraud,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
93,Saturday,Recovered Vehicle,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
94,Saturday,Larceny Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
95,Sunday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
96,Saturday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
97,Wednesday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
98,Thursday,Recovered Vehicle,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
99,Friday,Other Miscellaneous,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
100,Tuesday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
101,Friday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
102,Tuesday,Miscellaneous Investigation,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
103,Tuesday,Lost Property,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
104,Wednesday,Forgery And Counterfeiting,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
105,Monday,Motor Vehicle Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
106,Saturday,Malicious Mischief,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
107,Sunday,Burglary,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
108,Wednesday,Burglary,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
109,Saturday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
110,Friday,Larceny Theft,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
111,Wednesday,Other Miscellaneous,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
112,Thursday,Lost Property,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
113,Friday,Motor Vehicle Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
114,Saturday,Non-Criminal,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
115,Saturday,Non-Criminal,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
116,Thursday,Other Miscellaneous,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
117,Wednesday,Malicious Mischief,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
118,Tuesday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
119,Sunday,Non-Criminal,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
120,Tuesday,Larceny Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
121,Friday,Non-Criminal,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
122,Monday,Disorderly Conduct,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
123,Friday,Fraud,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
124,Sunday,Assault,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
125,Thursday,Fraud,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
126,Friday,Other Miscellaneous,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
127,Sunday,Recovered Vehicle,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
128,Wednesday,Traffic Violation Arrest,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
129,Saturday,Malicious Mischief,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
130,Thursday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
131,Tuesday,Arson,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
132,Tuesday,Other,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
133,Wednesday,Traffic Violation Arrest,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
134,Thursday,Burglary,ZIRCON PL \ 29TH ST,37.74321758342313,-122.43462166266472
135,Thursday,Traffic Violation Arrest,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
136,Thursday,Motor Vehicle Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
137,Tuesday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
138,Monday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
139,Sunday,Larceny Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
140,Monday,Larceny Theft,ZIRCON PL \ 29TH ST,37.74321758342313,-122.43462166266472
141,Monday,Malicious Mischief,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
142,Saturday,Other Miscellaneous,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
143,Saturday,Burglary,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
144,Friday,Non-Criminal,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
145,Wednesday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
146,Saturday,Burglary,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
147,Wednesday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
148,Monday,Burglary,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
149,Saturday,Burglary,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
150,Sunday,Burglary,ZIRCON PL \ 29TH ST,37.74321758342313,-122.43462166266472
151,Wednesday,Other Miscellaneous,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
152,Saturday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
153,Wednesday,Burglary,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
154,Friday,Suspicious Occ,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
155,Sunday,Larceny Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
156,Saturday,Non-Criminal,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
157,Tuesday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
158,Monday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
159,Friday,Burglary,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
160,Saturday,Non-Criminal,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
161,Friday,Malicious Mischief,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
162,Thursday,Lost Property,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
163,Saturday,Non-Criminal,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
164,Saturday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
165,Wednesday,Burglary,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
166,Wednesday,Recovered Vehicle,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
167,Saturday,Courtesy Report,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
168,Sunday,Other Miscellaneous,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
169,Thursday,Other Miscellaneous,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
170,Tuesday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
171,Tuesday,Burglary,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
172,Saturday,Assault,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
173,Tuesday,Larceny Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
174,Monday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
175,Saturday,Non-Criminal,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
176,Monday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
177,Sunday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
178,Friday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
179,Friday,Miscellaneous Investigation,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
180,Sunday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
181,Thursday,Assault,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
182,Friday,Burglary,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
183,Tuesday,Arson,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
184,Wednesday,Non-Criminal,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
185,Friday,Malicious Mischief,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
186,Thursday,Non-Criminal,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
187,Saturday,Larceny Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
188,Saturday,Burglary,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
189,Tuesday,Other Miscellaneous,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
190,Sunday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
191,Saturday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
192,Thursday,Traffic Violation Arrest,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
193,Saturday,Assault,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
194,Friday,Non-Criminal,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
195,Wednesday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
196,Thursday,Recovered Vehicle,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
197,Saturday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
198,Wednesday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
199,Monday,Larceny Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
200,Monday,Non-Criminal,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
201,Tuesday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
202,Saturday,Fraud,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
203,Tuesday,Non-Criminal,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
204,Sunday,Lost Property,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
205,Friday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
206,Tuesday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
207,Thursday,Robbery,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
208,Friday,Larceny Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
209,Sunday,Malicious Mischief,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
210,Saturday,Fraud,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
211,Thursday,Assault,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
212,Wednesday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
213,Thursday,Motor Vehicle Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
214,Friday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
215,Sunday,Assault,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
216,Tuesday,Assault,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
217,Friday,Larceny Theft,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
218,Tuesday,Drug Offense,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
219,Monday,Other Offenses,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
220,Saturday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
221,Sunday,Larceny Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
222,Friday,Other Miscellaneous,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
223,Friday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
224,Saturday,Fraud,29TH ST \ CASTRO ST \ DAY ST,37.743295996868255,-122.43331953220512
225,Friday,Larceny Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
226,Saturday,Larceny Theft,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
227,Monday,Malicious Mischief,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
228,Tuesday,Malicious Mischief,ZIRCON PL \ 29TH ST,37.74321758342313,-122.43462166266472
229,Monday,Other Offenses,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
230,Tuesday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
231,Sunday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
232,Wednesday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
233,Friday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
234,Friday,Burglary,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
235,Sunday,Burglary,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
236,Sunday,Warrant,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
237,Thursday,Lost Property,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
238,Friday,Non-Criminal,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
239,Saturday,Non-Criminal,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
240,Thursday,Burglary,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
241,Saturday,Fraud,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
242,Wednesday,Burglary,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
243,Monday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
244,Thursday,Courtesy Report,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
245,Tuesday,Larceny Theft,ZIRCON PL \ 29TH ST,37.74321758342313,-122.43462166266472
246,Friday,Larceny Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
247,Thursday,Assault,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
248,Tuesday,Burglary,29TH ST \ SANCHEZ ST,37.743565341494985,-122.42888268662789
249,Saturday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
250,Friday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
251,Thursday,Suspicious Occ,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
252,Sunday,Offences Against The Family And Children,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
253,Friday,Burglary,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
254,Thursday,Other Miscellaneous,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
255,Monday,Burglary,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
256,Wednesday,Larceny Theft,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
257,Monday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
258,Tuesday,Other Miscellaneous,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
259,Friday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
260,Monday,Burglary,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
261,Friday,Malicious Mischief,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
262,Tuesday,Assault,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
263,Wednesday,Motor Vehicle Theft,29TH ST \ CASTRO ST \ DAY ST,37.743295996868255,-122.43331953220512
264,Thursday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
265,Sunday,Malicious Mischief,29TH ST \ DOLORES ST,37.743838215337966,-122.42438486441208
266,Thursday,Larceny Theft,ZIRCON PL \ 29TH ST,37.74321758342313,-122.43462166266472
267,Tuesday,Larceny Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
268,Sunday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
269,Friday,Larceny Theft,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
270,Saturday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
271,Tuesday,Larceny Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
272,Sunday,Malicious Mischief,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
273,Thursday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
274,Monday,Fraud,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
275,Saturday,Burglary,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
276,Tuesday,Warrant,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
277,Tuesday,Burglary,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
278,Saturday,Fraud,29TH ST \ CHURCH ST,37.743699578796246,-122.42667038150655
279,Friday,Motor Vehicle Theft,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
280,Monday,Miscellaneous Investigation,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
281,Thursday,Non-Criminal,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
282,Sunday,Malicious Mischief,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
283,Sunday,Larceny Theft,29TH ST \ CASTRO ST \ DAY ST,37.743295996868255,-122.43331953220512
284,Friday,Fraud,29TH ST \ NOE ST,37.743430737037684,-122.43110033890714
285,Thursday,Non-Criminal,29TH ST \ TIFFANY AVE,37.743979453094994,-122.42197676683371
286,Monday,Motor Vehicle Theft,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
287,Saturday,Lost Property,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
288,Wednesday,Suspicious Occ,29TH ST \ MISSION ST,37.744037631346345,-122.42089366066374
289,Tuesday,Assault,29TH ST \ DIAMOND ST,37.74316144575892,-122.4355590087104
290,Thursday,Traffic Collision,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
