,probability,rate,overnight,openSpaces
1939,81.0,0.0,1,4
1940,39.0,0.0,1,3
1941,46.0,0.0,1,4
1942,78.0,0.0,1,3
1943,89.0,0.0,1,12
1944,76.0,0.0,1,6
1945,81.0,0.0,1,11
1946,83.0,0.0,1,11
1947,83.0,0.0,1,5
1948,40.0,0.0,1,1
1949,79.0,0.0,1,10
1950,36.0,0.0,1,1
1951,78.0,0.0,1,4
1952,89.0,0.0,1,6
1953,38.0,0.0,1,1
1954,83.0,0.0,1,12
1955,86.0,0.0,1,8
1956,94.0,0.0,1,9
1957,93.0,0.0,1,16
1958,92.0,0.0,1,7
1959,40.0,0.0,1,2
1960,39.0,0.0,1,3
1961,81.0,0.0,1,4
1962,22.0,0.0,1,2
1963,76.0,0.0,1,6
1964,32.0,0.0,1,1
1965,42.0,0.0,1,3
1966,26.0,0.0,1,1
1967,76.0,0.0,1,6
1968,41.0,0.0,1,2
1969,68.0,0.0,1,3
1970,33.0,0.0,1,4
1971,60.0,0.0,1,3
1972,58.0,0.0,1,4
1973,71.0,0.0,1,3
1974,32.0,0.0,1,1
1975,54.0,0.0,1,1
1976,43.0,0.0,1,1
1977,,inf,0,0
1978,33.0,0.0,1,3
1979,47.0,0.0,1,2
1980,42.0,0.0,1,3
1981,73.0,0.0,1,8
1982,40.0,0.0,1,2
1983,39.0,0.0,1,3
1984,81.0,0.0,1,4
1985,22.0,0.0,1,2
1986,76.0,0.0,1,6
1987,32.0,0.0,1,1
1988,42.0,0.0,1,3
1989,26.0,0.0,1,1
1990,76.0,0.0,1,6
1991,41.0,0.0,1,2
1992,68.0,0.0,1,3
1993,33.0,0.0,1,4
1994,60.0,0.0,1,3
1995,58.0,0.0,1,4
1996,71.0,0.0,1,3
1997,32.0,0.0,1,1
1998,54.0,0.0,1,1
1999,43.0,0.0,1,1
2000,,inf,0,0
2001,33.0,0.0,1,3
2002,47.0,0.0,1,2
2003,42.0,0.0,1,3
2004,73.0,0.0,1,8
2005,45.0,0.0,1,4
2006,58.0,0.0,1,4
2007,33.0,0.0,1,3
2008,65.0,0.0,1,5
2009,60.0,0.0,1,3
2010,33.0,0.0,1,4
2011,45.0,0.0,1,2
2012,59.0,0.0,1,18
2013,41.0,0.0,1,4
2014,42.0,0.0,1,5
2015,67.0,0.0,1,9
2016,27.0,0.0,1,1
2017,70.0,0.0,1,14
2018,,0.0,1,0
2019,36.0,0.0,1,6
2020,61.0,0.0,1,4
2021,36.0,0.0,1,12
2022,78.0,0.0,1,4
2023,29.0,0.0,1,3
2024,87.0,0.0,1,7
2025,56.0,0.0,1,5
2026,81.0,0.0,1,4
2027,39.0,0.0,1,3
2028,46.0,0.0,1,4
2029,78.0,0.0,1,3
2030,81.0,0.0,1,11
2031,83.0,0.0,1,11
2032,76.0,0.0,1,6
2033,89.0,0.0,1,12
2034,86.0,0.0,1,8
2035,38.0,0.0,1,1
2036,92.0,0.0,1,7
2037,93.0,0.0,1,16
2038,94.0,0.0,1,9
2039,,inf,0,0
2040,85.0,0.0,1,16
2041,,inf,0,0
2042,50.0,0.0,1,1
2043,89.0,0.0,1,12
2044,83.0,0.0,1,5
2045,40.0,0.0,1,1
2046,71.0,0.0,1,6
2047,89.0,0.0,1,21
2048,89.0,0.0,1,12
2049,76.0,0.0,1,6
2050,81.0,0.0,1,11
2051,83.0,0.0,1,11
2052,83.0,0.0,1,5
2053,40.0,0.0,1,1
2054,79.0,0.0,1,10
2055,36.0,0.0,1,1
2056,78.0,0.0,1,4
2057,89.0,0.0,1,6
2058,38.0,0.0,1,1
2059,83.0,0.0,1,12
2060,86.0,0.0,1,8
2061,94.0,0.0,1,9
2062,93.0,0.0,1,16
2063,92.0,0.0,1,7
2064,60.0,0.0,1,3
2065,33.0,0.0,1,4
2066,58.0,0.0,1,4
2067,45.0,0.0,1,4
2068,65.0,0.0,1,5
2069,33.0,0.0,1,3
2070,41.0,0.0,1,2
2071,68.0,0.0,1,3
2072,40.0,0.0,1,2
2073,39.0,0.0,1,3
2074,81.0,0.0,1,4
2075,45.0,0.0,1,2
2076,22.0,0.0,1,2
2077,42.0,0.0,1,3
2078,76.0,0.0,1,6
2079,32.0,0.0,1,1
2080,76.0,0.0,1,6
2081,26.0,0.0,1,1
2082,66.0,0.0,1,6
2083,32.0,0.0,1,1
2084,73.0,0.0,1,8
2085,36.0,0.0,1,5
2086,47.0,0.0,1,2
2087,42.0,0.0,1,3
2088,46.0,0.0,1,4
2089,78.0,0.0,1,3
2090,52.0,0.0,1,6
2091,85.0,0.0,1,12
2092,63.0,0.0,1,12
2093,81.0,0.0,1,6
2094,80.0,0.0,1,5
2095,56.0,0.0,1,4
2096,8.0,0.0,1,1
2097,56.0,0.0,1,4
2098,85.0,0.0,1,4
2099,85.0,0.0,1,5
2100,30.0,0.0,1,5
2101,59.0,0.0,1,18
2102,41.0,0.0,1,4
2103,85.0,0.0,1,20
2104,90.0,0.0,1,8
2105,45.0,0.0,1,4
2106,58.0,0.0,1,4
2107,33.0,0.0,1,4
2108,60.0,0.0,1,3
2109,65.0,0.0,1,5
2110,33.0,0.0,1,3
2111,41.0,0.0,1,2
2112,68.0,0.0,1,3
2113,45.0,0.0,1,2
2114,66.0,0.0,1,6
2115,32.0,0.0,1,1
2116,36.0,0.0,1,5
2117,81.0,0.0,1,11
2118,83.0,0.0,1,11
2119,76.0,0.0,1,6
2120,89.0,0.0,1,12
2121,86.0,0.0,1,8
2122,38.0,0.0,1,1
2123,92.0,0.0,1,7
2124,93.0,0.0,1,16
2125,94.0,0.0,1,9
2126,,inf,0,0
2127,85.0,0.0,1,16
2128,,inf,0,0
2129,50.0,0.0,1,1
2130,89.0,0.0,1,12
2131,83.0,0.0,1,5
2132,40.0,0.0,1,1
2133,71.0,0.0,1,6
2134,89.0,0.0,1,21
2135,45.0,0.0,1,4
2136,58.0,0.0,1,4
2137,33.0,0.0,1,3
2138,65.0,0.0,1,5
2139,60.0,0.0,1,3
2140,33.0,0.0,1,4
2141,45.0,0.0,1,2
2142,85.0,0.0,1,20
2143,90.0,0.0,1,8
2144,94.0,0.0,1,12
2145,83.0,0.0,1,6
2146,87.0,0.0,1,12
2147,92.0,0.0,1,10
2148,82.0,0.0,1,4
2149,82.0,0.0,1,4
2150,81.0,0.0,1,4
2151,86.0,0.0,1,6
2152,46.0,0.0,1,4
2153,78.0,0.0,1,3
2154,83.0,0.0,1,5
2155,40.0,0.0,1,1
2156,78.0,0.0,1,6
2157,83.0,0.0,1,9
2158,46.0,0.0,1,4
2159,78.0,0.0,1,3
2160,52.0,0.0,1,6
2161,85.0,0.0,1,12
2162,63.0,0.0,1,12
2163,81.0,0.0,1,6
2164,80.0,0.0,1,5
2165,56.0,0.0,1,4
2166,8.0,0.0,1,1
2167,56.0,0.0,1,4
2168,85.0,0.0,1,4
2169,85.0,0.0,1,5
2170,30.0,0.0,1,5
2171,59.0,0.0,1,18
2172,41.0,0.0,1,4
2173,85.0,0.0,1,20
2174,90.0,0.0,1,8
2175,45.0,0.0,1,4
2176,58.0,0.0,1,4
2177,33.0,0.0,1,3
2178,65.0,0.0,1,5
2179,60.0,0.0,1,3
2180,33.0,0.0,1,4
2181,45.0,0.0,1,2
2182,60.0,0.0,1,3
2183,33.0,0.0,1,4
2184,58.0,0.0,1,4
2185,45.0,0.0,1,4
2186,65.0,0.0,1,5
2187,33.0,0.0,1,3
2188,41.0,0.0,1,2
2189,68.0,0.0,1,3
2190,40.0,0.0,1,2
2191,39.0,0.0,1,3
2192,81.0,0.0,1,4
2193,45.0,0.0,1,2
2194,22.0,0.0,1,2
2195,42.0,0.0,1,3
2196,76.0,0.0,1,6
2197,32.0,0.0,1,1
2198,76.0,0.0,1,6
2199,26.0,0.0,1,1
2200,66.0,0.0,1,6
2201,32.0,0.0,1,1
2202,73.0,0.0,1,8
2203,36.0,0.0,1,5
2204,47.0,0.0,1,2
2205,42.0,0.0,1,3
2206,59.0,0.0,1,18
2207,41.0,0.0,1,4
2208,42.0,0.0,1,5
2209,67.0,0.0,1,9
2210,27.0,0.0,1,1
2211,70.0,0.0,1,14
2212,,0.0,1,0
2213,36.0,0.0,1,6
2214,61.0,0.0,1,4
2215,36.0,0.0,1,12
2216,78.0,0.0,1,4
2217,29.0,0.0,1,3
2218,87.0,0.0,1,7
2219,56.0,0.0,1,5
2220,81.0,0.0,1,4
2221,39.0,0.0,1,3
2222,46.0,0.0,1,4
2223,78.0,0.0,1,3
2224,59.0,0.0,1,18
2225,41.0,0.0,1,4
2226,42.0,0.0,1,5
2227,67.0,0.0,1,9
2228,27.0,0.0,1,1
2229,70.0,0.0,1,14
2230,,0.0,1,0
2231,36.0,0.0,1,6
2232,61.0,0.0,1,4
2233,36.0,0.0,1,12
2234,78.0,0.0,1,4
2235,29.0,0.0,1,3
2236,87.0,0.0,1,7
2237,56.0,0.0,1,5
2238,81.0,0.0,1,4
2239,39.0,0.0,1,3
2240,46.0,0.0,1,4
2241,78.0,0.0,1,3
2242,59.0,0.0,1,18
2243,41.0,0.0,1,4
2244,42.0,0.0,1,5
2245,67.0,0.0,1,9
2246,27.0,0.0,1,1
2247,70.0,0.0,1,14
2248,,0.0,1,0
2249,36.0,0.0,1,6
2250,61.0,0.0,1,4
2251,36.0,0.0,1,12
2252,78.0,0.0,1,4
2253,29.0,0.0,1,3
2254,87.0,0.0,1,7
2255,56.0,0.0,1,5
2256,81.0,0.0,1,4
2257,39.0,0.0,1,3
2258,46.0,0.0,1,4
2259,78.0,0.0,1,3
2260,46.0,0.0,1,4
2261,78.0,0.0,1,3
2262,52.0,0.0,1,6
2263,85.0,0.0,1,12
2264,63.0,0.0,1,12
2265,81.0,0.0,1,6
2266,80.0,0.0,1,5
2267,56.0,0.0,1,4
2268,8.0,0.0,1,1
2269,56.0,0.0,1,4
2270,85.0,0.0,1,4
2271,85.0,0.0,1,5
2272,30.0,0.0,1,5
2273,59.0,0.0,1,18
2274,41.0,0.0,1,4
2275,85.0,0.0,1,20
2276,90.0,0.0,1,8
2277,60.0,0.0,1,3
2278,33.0,0.0,1,4
2279,58.0,0.0,1,4
2280,45.0,0.0,1,4
2281,65.0,0.0,1,5
2282,33.0,0.0,1,3
2283,41.0,0.0,1,2
2284,68.0,0.0,1,3
2285,40.0,0.0,1,2
2286,39.0,0.0,1,3
2287,81.0,0.0,1,4
2288,45.0,0.0,1,2
2289,22.0,0.0,1,2
2290,42.0,0.0,1,3
2291,76.0,0.0,1,6
2292,32.0,0.0,1,1
2293,76.0,0.0,1,6
2294,26.0,0.0,1,1
2295,66.0,0.0,1,6
2296,32.0,0.0,1,1
2297,73.0,0.0,1,8
2298,36.0,0.0,1,5
2299,47.0,0.0,1,2
2300,42.0,0.0,1,3
2301,45.0,0.0,1,4
2302,58.0,0.0,1,4
2303,33.0,0.0,1,4
2304,60.0,0.0,1,3
2305,65.0,0.0,1,5
2306,33.0,0.0,1,3
2307,41.0,0.0,1,2
2308,68.0,0.0,1,3
2309,45.0,0.0,1,2
2310,66.0,0.0,1,6
2311,32.0,0.0,1,1
2312,36.0,0.0,1,5
2313,45.0,0.0,1,4
2314,58.0,0.0,1,4
2315,33.0,0.0,1,3
2316,65.0,0.0,1,5
2317,60.0,0.0,1,3
2318,33.0,0.0,1,4
2319,45.0,0.0,1,2
2320,60.0,0.0,1,3
2321,33.0,0.0,1,4
2322,58.0,0.0,1,4
2323,45.0,0.0,1,4
2324,65.0,0.0,1,5
2325,33.0,0.0,1,3
2326,41.0,0.0,1,2
2327,68.0,0.0,1,3
2328,40.0,0.0,1,2
2329,39.0,0.0,1,3
2330,81.0,0.0,1,4
2331,45.0,0.0,1,2
2332,22.0,0.0,1,2
2333,42.0,0.0,1,3
2334,76.0,0.0,1,6
2335,32.0,0.0,1,1
2336,76.0,0.0,1,6
2337,26.0,0.0,1,1
2338,66.0,0.0,1,6
2339,32.0,0.0,1,1
2340,73.0,0.0,1,8
2341,36.0,0.0,1,5
2342,47.0,0.0,1,2
2343,42.0,0.0,1,3
2344,60.0,0.0,1,3
2345,33.0,0.0,1,4
2346,58.0,0.0,1,4
2347,45.0,0.0,1,4
2348,65.0,0.0,1,5
2349,33.0,0.0,1,3
2350,41.0,0.0,1,2
2351,68.0,0.0,1,3
2352,40.0,0.0,1,2
2353,39.0,0.0,1,3
2354,81.0,0.0,1,4
2355,45.0,0.0,1,2
2356,22.0,0.0,1,2
2357,42.0,0.0,1,3
2358,76.0,0.0,1,6
2359,32.0,0.0,1,1
2360,76.0,0.0,1,6
2361,26.0,0.0,1,1
2362,66.0,0.0,1,6
2363,32.0,0.0,1,1
2364,73.0,0.0,1,8
2365,36.0,0.0,1,5
2366,47.0,0.0,1,2
2367,42.0,0.0,1,3
2368,46.0,0.0,1,4
2369,78.0,0.0,1,3
2370,52.0,0.0,1,6
2371,85.0,0.0,1,12
2372,63.0,0.0,1,12
2373,81.0,0.0,1,6
2374,80.0,0.0,1,5
2375,56.0,0.0,1,4
2376,8.0,0.0,1,1
2377,56.0,0.0,1,4
2378,85.0,0.0,1,4
2379,85.0,0.0,1,5
2380,30.0,0.0,1,5
2381,59.0,0.0,1,18
2382,41.0,0.0,1,4
2383,85.0,0.0,1,20
2384,90.0,0.0,1,8
2385,45.0,0.0,1,4
2386,58.0,0.0,1,4
2387,33.0,0.0,1,3
2388,65.0,0.0,1,5
2389,60.0,0.0,1,3
2390,33.0,0.0,1,4
2391,45.0,0.0,1,2
2392,81.0,0.0,1,11
2393,83.0,0.0,1,11
2394,76.0,0.0,1,6
2395,89.0,0.0,1,12
2396,86.0,0.0,1,8
2397,38.0,0.0,1,1
2398,92.0,0.0,1,7
2399,93.0,0.0,1,16
2400,94.0,0.0,1,9
2401,,inf,0,0
2402,85.0,0.0,1,16
2403,,inf,0,0
2404,50.0,0.0,1,1
2405,89.0,0.0,1,12
2406,83.0,0.0,1,5
2407,40.0,0.0,1,1
2408,71.0,0.0,1,6
2409,89.0,0.0,1,21
2410,85.0,0.0,1,20
2411,90.0,0.0,1,8
2412,94.0,0.0,1,12
2413,83.0,0.0,1,6
2414,87.0,0.0,1,12
2415,92.0,0.0,1,10
2416,82.0,0.0,1,4
2417,82.0,0.0,1,4
2418,81.0,0.0,1,4
2419,86.0,0.0,1,6
2420,46.0,0.0,1,4
2421,78.0,0.0,1,3
2422,83.0,0.0,1,5
2423,40.0,0.0,1,1
2424,78.0,0.0,1,6
2425,83.0,0.0,1,9
2426,81.0,0.0,1,11
2427,83.0,0.0,1,11
2428,76.0,0.0,1,6
2429,89.0,0.0,1,12
2430,86.0,0.0,1,8
2431,38.0,0.0,1,1
2432,92.0,0.0,1,7
2433,93.0,0.0,1,16
2434,94.0,0.0,1,9
2435,,inf,0,0
2436,85.0,0.0,1,16
2437,,inf,0,0
2438,50.0,0.0,1,1
2439,89.0,0.0,1,12
2440,83.0,0.0,1,5
2441,40.0,0.0,1,1
2442,71.0,0.0,1,6
2443,89.0,0.0,1,21
2444,81.0,0.0,1,11
2445,83.0,0.0,1,11
2446,76.0,0.0,1,6
2447,89.0,0.0,1,12
2448,86.0,0.0,1,8
2449,38.0,0.0,1,1
2450,92.0,0.0,1,7
2451,93.0,0.0,1,16
2452,94.0,0.0,1,9
2453,,inf,0,0
2454,85.0,0.0,1,16
2455,,inf,0,0
2456,50.0,0.0,1,1
2457,89.0,0.0,1,12
2458,83.0,0.0,1,5
2459,40.0,0.0,1,1
2460,71.0,0.0,1,6
2461,89.0,0.0,1,21
2462,59.0,0.0,1,18
2463,41.0,0.0,1,4
2464,42.0,0.0,1,5
2465,67.0,0.0,1,9
2466,27.0,0.0,1,1
2467,70.0,0.0,1,14
2468,,0.0,1,0
2469,36.0,0.0,1,6
2470,61.0,0.0,1,4
2471,36.0,0.0,1,12
2472,78.0,0.0,1,4
2473,29.0,0.0,1,3
2474,87.0,0.0,1,7
2475,56.0,0.0,1,5
2476,81.0,0.0,1,4
2477,39.0,0.0,1,3
2478,46.0,0.0,1,4
2479,78.0,0.0,1,3
2480,40.0,0.0,1,2
2481,39.0,0.0,1,3
2482,81.0,0.0,1,4
2483,22.0,0.0,1,2
2484,76.0,0.0,1,6
2485,32.0,0.0,1,1
2486,42.0,0.0,1,3
2487,26.0,0.0,1,1
2488,76.0,0.0,1,6
2489,41.0,0.0,1,2
2490,68.0,0.0,1,3
2491,33.0,0.0,1,4
2492,60.0,0.0,1,3
2493,58.0,0.0,1,4
2494,71.0,0.0,1,3
2495,32.0,0.0,1,1
2496,54.0,0.0,1,1
2497,43.0,0.0,1,1
2498,,inf,0,0
2499,33.0,0.0,1,3
2500,47.0,0.0,1,2
2501,42.0,0.0,1,3
2502,73.0,0.0,1,8
2503,81.0,0.0,1,11
2504,83.0,0.0,1,11
2505,76.0,0.0,1,6
2506,89.0,0.0,1,12
2507,86.0,0.0,1,8
2508,38.0,0.0,1,1
2509,92.0,0.0,1,7
2510,93.0,0.0,1,16
2511,94.0,0.0,1,9
2512,,inf,0,0
2513,85.0,0.0,1,16
2514,,inf,0,0
2515,50.0,0.0,1,1
2516,89.0,0.0,1,12
2517,83.0,0.0,1,5
2518,40.0,0.0,1,1
2519,71.0,0.0,1,6
2520,89.0,0.0,1,21
2521,59.0,0.0,1,18
2522,41.0,0.0,1,4
2523,42.0,0.0,1,5
2524,67.0,0.0,1,9
2525,27.0,0.0,1,1
2526,70.0,0.0,1,14
2527,,0.0,1,0
2528,36.0,0.0,1,6
2529,61.0,0.0,1,4
2530,36.0,0.0,1,12
2531,78.0,0.0,1,4
2532,29.0,0.0,1,3
2533,87.0,0.0,1,7
2534,56.0,0.0,1,5
2535,81.0,0.0,1,4
2536,39.0,0.0,1,3
2537,46.0,0.0,1,4
2538,78.0,0.0,1,3
2539,46.0,0.0,1,4
2540,78.0,0.0,1,3
2541,52.0,0.0,1,6
2542,85.0,0.0,1,12
2543,63.0,0.0,1,12
2544,81.0,0.0,1,6
2545,80.0,0.0,1,5
2546,56.0,0.0,1,4
2547,8.0,0.0,1,1
2548,56.0,0.0,1,4
2549,85.0,0.0,1,4
2550,85.0,0.0,1,5
2551,30.0,0.0,1,5
2552,59.0,0.0,1,18
2553,41.0,0.0,1,4
2554,85.0,0.0,1,20
2555,90.0,0.0,1,8
2556,60.0,0.0,1,3
2557,33.0,0.0,1,4
2558,58.0,0.0,1,4
2559,45.0,0.0,1,4
2560,65.0,0.0,1,5
2561,33.0,0.0,1,3
2562,41.0,0.0,1,2
2563,68.0,0.0,1,3
2564,40.0,0.0,1,2
2565,39.0,0.0,1,3
2566,81.0,0.0,1,4
2567,45.0,0.0,1,2
2568,22.0,0.0,1,2
2569,42.0,0.0,1,3
2570,76.0,0.0,1,6
2571,32.0,0.0,1,1
2572,76.0,0.0,1,6
2573,26.0,0.0,1,1
2574,66.0,0.0,1,6
2575,32.0,0.0,1,1
2576,73.0,0.0,1,8
2577,36.0,0.0,1,5
2578,47.0,0.0,1,2
2579,42.0,0.0,1,3
2580,45.0,0.0,1,4
2581,58.0,0.0,1,4
2582,33.0,0.0,1,3
2583,65.0,0.0,1,5
2584,60.0,0.0,1,3
2585,33.0,0.0,1,4
2586,45.0,0.0,1,2
2587,59.0,0.0,1,18
2588,41.0,0.0,1,4
2589,42.0,0.0,1,5
2590,67.0,0.0,1,9
2591,27.0,0.0,1,1
2592,70.0,0.0,1,14
2593,,0.0,1,0
2594,36.0,0.0,1,6
2595,61.0,0.0,1,4
2596,36.0,0.0,1,12
2597,78.0,0.0,1,4
2598,29.0,0.0,1,3
2599,87.0,0.0,1,7
2600,56.0,0.0,1,5
2601,81.0,0.0,1,4
2602,39.0,0.0,1,3
2603,46.0,0.0,1,4
2604,78.0,0.0,1,3
2605,81.0,0.0,1,11
2606,83.0,0.0,1,11
2607,76.0,0.0,1,6
2608,89.0,0.0,1,12
2609,86.0,0.0,1,8
2610,38.0,0.0,1,1
2611,92.0,0.0,1,7
2612,93.0,0.0,1,16
2613,94.0,0.0,1,9
2614,,inf,0,0
2615,85.0,0.0,1,16
2616,,inf,0,0
2617,50.0,0.0,1,1
2618,89.0,0.0,1,12
2619,83.0,0.0,1,5
2620,40.0,0.0,1,1
2621,71.0,0.0,1,6
2622,89.0,0.0,1,21
